data,source,country_name,country_code,indicator_name,indicator_code,year,population_density
Population Density,World Bank Open Data,Turkmenistan,TKM,Population density (people per sq. km of land area),EN.POP.DNST,2015,13.2270125337816
Population Density,World Bank Open Data,Latin America & the Caribbean (IDA & IBRD countries),TLA,Population density (people per sq. km of land area),EN.POP.DNST,2015,30.2781963771345
Population Density,World Bank Open Data,Timor-Leste,TLS,Population density (people per sq. km of land area),EN.POP.DNST,2015,81.0444519166106
Population Density,World Bank Open Data,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Population density (people per sq. km of land area),EN.POP.DNST,2015,62.7432255878524
Population Density,World Bank Open Data,Tonga,TON,Population density (people per sq. km of land area),EN.POP.DNST,2015,147.354166666667
Population Density,World Bank Open Data,South Asia (IDA & IBRD),TSA,Population density (people per sq. km of land area),EN.POP.DNST,2015,459.325034807082
Population Density,World Bank Open Data,Sub-Saharan Africa (IDA & IBRD countries),TSS,Population density (people per sq. km of land area),EN.POP.DNST,2015,42.9139005765658
Population Density,World Bank Open Data,Trinidad and Tobago,TTO,Population density (people per sq. km of land area),EN.POP.DNST,2015,263.09298245614
Population Density,World Bank Open Data,Tunisia,TUN,Population density (people per sq. km of land area),EN.POP.DNST,2015,73.3925334706488
Population Density,World Bank Open Data,Turkiye,TUR,Population density (people per sq. km of land area),EN.POP.DNST,2015,101.631276067721
Population Density,World Bank Open Data,Tuvalu,TUV,Population density (people per sq. km of land area),EN.POP.DNST,2015,365.433333333333
Population Density,World Bank Open Data,Tanzania,TZA,Population density (people per sq. km of land area),EN.POP.DNST,2015,58.7276608715286
Population Density,World Bank Open Data,Uganda,UGA,Population density (people per sq. km of land area),EN.POP.DNST,2015,187.170586475165
Population Density,World Bank Open Data,Ukraine,UKR,Population density (people per sq. km of land area),EN.POP.DNST,2015,79.0362271055948
Population Density,World Bank Open Data,Upper middle income,UMC,Population density (people per sq. km of land area),EN.POP.DNST,2015,61.5775169432308
Population Density,World Bank Open Data,Uruguay,URY,Population density (people per sq. km of land area),EN.POP.DNST,2015,19.2436121586104
Population Density,World Bank Open Data,United States,USA,Population density (people per sq. km of land area),EN.POP.DNST,2015,35.1809713558577
Population Density,World Bank Open Data,Uzbekistan,UZB,Population density (people per sq. km of land area),EN.POP.DNST,2015,69.7897094870631
Population Density,World Bank Open Data,St. Vincent and the Grenadines,VCT,Population density (people per sq. km of land area),EN.POP.DNST,2015,274.25641025641
Population Density,World Bank Open Data,"Venezuela, RB",VEN,Population density (people per sq. km of land area),EN.POP.DNST,2015,34.662402358143
Population Density,World Bank Open Data,British Virgin Islands,VGB,Population density (people per sq. km of land area),EN.POP.DNST,2015,229.986666666667
Population Density,World Bank Open Data,Virgin Islands (U.S.),VIR,Population density (people per sq. km of land area),EN.POP.DNST,2015,307.748571428571
Population Density,World Bank Open Data,Viet Nam,VNM,Population density (people per sq. km of land area),EN.POP.DNST,2015,296.1974772084
Population Density,World Bank Open Data,Vanuatu,VUT,Population density (people per sq. km of land area),EN.POP.DNST,2015,21.829450369155
Population Density,World Bank Open Data,World,WLD,Population density (people per sq. km of land area),EN.POP.DNST,2015,57.2677024052238
Population Density,World Bank Open Data,Samoa,WSM,Population density (people per sq. km of land area),EN.POP.DNST,2015,71.3010600706714
Population Density,World Bank Open Data,"Yemen, Rep.",YEM,Population density (people per sq. km of land area),EN.POP.DNST,2015,59.0173286360967
Population Density,World Bank Open Data,South Africa,ZAF,Population density (people per sq. km of land area),EN.POP.DNST,2015,46.7595454582925
Population Density,World Bank Open Data,Zambia,ZMB,Population density (people per sq. km of land area),EN.POP.DNST,2015,22.0598730141648
Population Density,World Bank Open Data,Zimbabwe,ZWE,Population density (people per sq. km of land area),EN.POP.DNST,2015,37.2211787514541
Population Density,World Bank Open Data,Aruba,ABW,Population density (people per sq. km of land area),EN.POP.DNST,2016,604.038888888889
Population Density,World Bank Open Data,Africa Eastern and Southern,AFE,Population density (people per sq. km of land area),EN.POP.DNST,2016,41.9915537679033
Population Density,World Bank Open Data,Afghanistan,AFG,Population density (people per sq. km of land area),EN.POP.DNST,2016,53.2030296061205
Population Density,World Bank Open Data,Africa Western and Central,AFW,Population density (people per sq. km of land area),EN.POP.DNST,2016,47.4757006029331
Population Density,World Bank Open Data,Angola,AGO,Population density (people per sq. km of land area),EN.POP.DNST,2016,23.4082537900056
Population Density,World Bank Open Data,Albania,ALB,Population density (people per sq. km of land area),EN.POP.DNST,2016,98.155802919708
Population Density,World Bank Open Data,Andorra,AND,Population density (people per sq. km of land area),EN.POP.DNST,2016,153.576595744681
Population Density,World Bank Open Data,Arab World,ARB,Population density (people per sq. km of land area),EN.POP.DNST,2016,32.0451442075354
Population Density,World Bank Open Data,United Arab Emirates,ARE,Population density (people per sq. km of land area),EN.POP.DNST,2016,125.8109687412
Population Density,World Bank Open Data,Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,2016,16.0413905118958
Population Density,World Bank Open Data,Armenia,ARM,Population density (people per sq. km of land area),EN.POP.DNST,2016,105.103617843344
Population Density,World Bank Open Data,American Samoa,ASM,Population density (people per sq. km of land area),EN.POP.DNST,2016,261.225
Population Density,World Bank Open Data,Antigua and Barbuda,ATG,Population density (people per sq. km of land area),EN.POP.DNST,2016,204.475
Population Density,World Bank Open Data,Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,2016,3.14493553058884
Population Density,World Bank Open Data,Austria,AUT,Population density (people per sq. km of land area),EN.POP.DNST,2016,105.873339796413
Population Density,World Bank Open Data,Azerbaijan,AZE,Population density (people per sq. km of land area),EN.POP.DNST,2016,118.033288980283
Population Density,World Bank Open Data,Burundi,BDI,Population density (people per sq. km of land area),EN.POP.DNST,2016,437.673325545171
Population Density,World Bank Open Data,Belgium,BEL,Population density (people per sq. km of land area),EN.POP.DNST,2016,373.567467774371
Population Density,World Bank Open Data,Benin,BEN,Population density (people per sq. km of land area),EN.POP.DNST,2016,103.741060659808
Population Density,World Bank Open Data,Burkina Faso,BFA,Population density (people per sq. km of land area),EN.POP.DNST,2016,70.6683333333333
Population Density,World Bank Open Data,Bangladesh,BGD,Population density (people per sq. km of land area),EN.POP.DNST,2016,1235.3993393255
Population Density,World Bank Open Data,Bulgaria,BGR,Population density (people per sq. km of land area),EN.POP.DNST,2016,63.5053334561533
Population Density,World Bank Open Data,Bahrain,BHR,Population density (people per sq. km of land area),EN.POP.DNST,2016,1827.63286264442
Population Density,World Bank Open Data,"Bahamas, The",BHS,Population density (people per sq. km of land area),EN.POP.DNST,2016,38.7667332667333
Population Density,World Bank Open Data,Bosnia and Herzegovina,BIH,Population density (people per sq. km of land area),EN.POP.DNST,2016,67.83208984375
Population Density,World Bank Open Data,Belarus,BLR,Population density (people per sq. km of land area),EN.POP.DNST,2016,46.6499448243246
Population Density,World Bank Open Data,Belize,BLZ,Population density (people per sq. km of land area),EN.POP.DNST,2016,15.9888206926786
Population Density,World Bank Open Data,Bermuda,BMU,Population density (people per sq. km of land area),EN.POP.DNST,2016,1174.98148148148
Population Density,World Bank Open Data,Bolivia,BOL,Population density (people per sq. km of land area),EN.POP.DNST,2016,10.3203360103388
Population Density,World Bank Open Data,Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,2016,24.3137963709629
Population Density,World Bank Open Data,Barbados,BRB,Population density (people per sq. km of land area),EN.POP.DNST,2016,650.227906976744
Population Density,World Bank Open Data,Brunei Darussalam,BRN,Population density (people per sq. km of land area),EN.POP.DNST,2016,81.1316888045541
Population Density,World Bank Open Data,Bhutan,BTN,Population density (people per sq. km of land area),EN.POP.DNST,2016,19.6063863255034
Population Density,World Bank Open Data,Botswana,BWA,Population density (people per sq. km of land area),EN.POP.DNST,2016,3.94328163322923
Population Density,World Bank Open Data,Central African Republic,CAF,Population density (people per sq. km of land area),EN.POP.DNST,2016,7.56631513050178
Population Density,World Bank Open Data,Canada,CAN,Population density (people per sq. km of land area),EN.POP.DNST,2016,4.02771072511681
Population Density,World Bank Open Data,Central Europe and the Baltics,CEB,Population density (people per sq. km of land area),EN.POP.DNST,2016,92.8247588904212
Population Density,World Bank Open Data,Switzerland,CHE,Population density (people per sq. km of land area),EN.POP.DNST,2016,211.931572125581
Population Density,World Bank Open Data,Channel Islands,CHI,Population density (people per sq. km of land area),EN.POP.DNST,2016,827.691919191919
Population Density,World Bank Open Data,Chile,CHL,Population density (people per sq. km of land area),EN.POP.DNST,2016,24.6093854617587
Population Density,World Bank Open Data,China,CHN,Population density (people per sq. km of land area),EN.POP.DNST,2016,147.822641376791
Population Density,World Bank Open Data,Cote d'Ivoire,CIV,Population density (people per sq. km of land area),EN.POP.DNST,2016,81.7276886792453
Population Density,World Bank Open Data,Cameroon,CMR,Population density (people per sq. km of land area),EN.POP.DNST,2016,49.6163842525015
Population Density,World Bank Open Data,"Congo, Dem. Rep.",COD,Population density (people per sq. km of land area),EN.POP.DNST,2016,37.0333318629938
Population Density,World Bank Open Data,"Congo, Rep.",COG,Population density (people per sq. km of land area),EN.POP.DNST,2016,15.2929311859444
Population Density,World Bank Open Data,Colombia,COL,Population density (people per sq. km of land area),EN.POP.DNST,2016,42.7557566471383
Population Density,World Bank Open Data,Comoros,COM,Population density (people per sq. km of land area),EN.POP.DNST,2016,398.571198280494
Population Density,World Bank Open Data,Cabo Verde,CPV,Population density (people per sq. km of land area),EN.POP.DNST,2016,127.184615384615
Population Density,World Bank Open Data,Costa Rica,CRI,Population density (people per sq. km of land area),EN.POP.DNST,2016,95.3191931061496
Population Density,World Bank Open Data,Caribbean small states,CSS,Population density (people per sq. km of land area),EN.POP.DNST,2016,10.8934309469801
