DataSource,Country,Reason
Temperature,Uruguay,Direct Match
Temperature,Uzbekistan,Direct Match
Temperature,Vanuatu,Direct Match
Temperature,Yemen,Direct Match
Temperature,Zambia,Direct Match
Temperature,Zimbabwe,Direct Match
Total Population,Afghanistan,Direct Match
Total Population,Albania,Direct Match
Total Population,Algeria,Direct Match
Total Population,American Samoa,Direct Match
Total Population,Andorra,Direct Match
Total Population,Angola,Direct Match
Total Population,Antigua and Barbuda,Direct Match
Total Population,Argentina,Direct Match
Total Population,Armenia,Direct Match
Total Population,Aruba,Direct Match
Total Population,Australia,Direct Match
Total Population,Austria,Direct Match
Total Population,Azerbaijan,Direct Match
Total Population,Bahrain,Direct Match
Total Population,Bangladesh,Direct Match
Total Population,Barbados,Direct Match
Total Population,Belarus,Direct Match
Total Population,Belgium,Direct Match
Total Population,Belize,Direct Match
Total Population,Benin,Direct Match
Total Population,Bermuda,Direct Match
Total Population,Bhutan,Direct Match
Total Population,Bosnia and Herzegovina,Direct Match
Total Population,Botswana,Direct Match
Total Population,Brazil,Direct Match
Total Population,British Virgin Islands,Direct Match
Total Population,Brunei Darussalam,Direct Match
Total Population,Bulgaria,Direct Match
Total Population,Burkina Faso,Direct Match
Total Population,Burundi,Direct Match
Total Population,Cabo Verde,Direct Match
Total Population,Cambodia,Direct Match
Total Population,Cameroon,Direct Match
Total Population,Canada,Direct Match
Total Population,Cayman Islands,Direct Match
Total Population,Central African Republic,Direct Match
Total Population,Chad,Direct Match
Total Population,Chile,Direct Match
Total Population,China,Direct Match
Total Population,Colombia,Direct Match
Total Population,Comoros,Direct Match
Total Population,Costa Rica,Direct Match
Total Population,Croatia,Direct Match
Total Population,Cuba,Direct Match
Total Population,Cyprus,Direct Match
Total Population,Czechia,Direct Match
Total Population,Denmark,Direct Match
Total Population,Djibouti,Direct Match
Total Population,Dominica,Direct Match
Total Population,Dominican Republic,Direct Match
Total Population,Ecuador,Direct Match
Total Population,El Salvador,Direct Match
Total Population,Equatorial Guinea,Direct Match
Total Population,Eritrea,Direct Match
Total Population,Estonia,Direct Match
Total Population,Eswatini,Direct Match
Total Population,Ethiopia,Direct Match
Total Population,Faroe Islands,Direct Match
Total Population,Fiji,Direct Match
Total Population,Finland,Direct Match
Total Population,France,Direct Match
Total Population,French Polynesia,Direct Match
Total Population,Gabon,Direct Match
Total Population,Georgia,Direct Match
Total Population,Germany,Direct Match
Total Population,Ghana,Direct Match
Total Population,Gibraltar,Direct Match
Total Population,Greece,Direct Match
Total Population,Greenland,Direct Match
Total Population,Grenada,Direct Match
Total Population,Guam,Direct Match
Total Population,Guatemala,Direct Match
Total Population,Guinea,Direct Match
Total Population,Guinea-Bissau,Direct Match
Total Population,Guyana,Direct Match
Total Population,Haiti,Direct Match
Total Population,Honduras,Direct Match
Total Population,Hungary,Direct Match
Total Population,Iceland,Direct Match
Total Population,India,Direct Match
Total Population,Indonesia,Direct Match
Total Population,Iraq,Direct Match
Total Population,Ireland,Direct Match
Total Population,Isle of Man,Direct Match
Total Population,Israel,Direct Match
Total Population,Italy,Direct Match
Total Population,Jamaica,Direct Match
Total Population,Japan,Direct Match
Total Population,Jordan,Direct Match
Total Population,Kazakhstan,Direct Match
Total Population,Kenya,Direct Match
Total Population,Kiribati,Direct Match
Total Population,Kuwait,Direct Match
Total Population,Latvia,Direct Match
Total Population,Lebanon,Direct Match
Total Population,Lesotho,Direct Match
Total Population,Liberia,Direct Match
Total Population,Libya,Direct Match
Total Population,Liechtenstein,Direct Match
Total Population,Lithuania,Direct Match
Total Population,Luxembourg,Direct Match
Total Population,Madagascar,Direct Match
Total Population,Malawi,Direct Match
Total Population,Malaysia,Direct Match
Total Population,Maldives,Direct Match
Total Population,Mali,Direct Match
Total Population,Malta,Direct Match
Total Population,Marshall Islands,Direct Match
Total Population,Mauritania,Direct Match
Total Population,Mauritius,Direct Match
Total Population,Mexico,Direct Match
Total Population,Monaco,Direct Match
Total Population,Mongolia,Direct Match
Total Population,Montenegro,Direct Match
Total Population,Morocco,Direct Match
Total Population,Mozambique,Direct Match
Total Population,Myanmar,Direct Match
Total Population,Namibia,Direct Match
Total Population,Nauru,Direct Match
Total Population,Nepal,Direct Match
Total Population,Netherlands,Direct Match
Total Population,New Caledonia,Direct Match
Total Population,New Zealand,Direct Match
Total Population,Nicaragua,Direct Match
Total Population,Niger,Direct Match
Total Population,Nigeria,Direct Match
Total Population,North Macedonia,Direct Match
Total Population,Northern Mariana Islands,Direct Match
Total Population,Norway,Direct Match
Total Population,Oman,Direct Match
Total Population,Pakistan,Direct Match
Total Population,Palau,Direct Match
Total Population,Panama,Direct Match
Total Population,Papua New Guinea,Direct Match
Total Population,Paraguay,Direct Match
Total Population,Peru,Direct Match
Total Population,Philippines,Direct Match
Total Population,Poland,Direct Match
Total Population,Portugal,Direct Match
Total Population,Qatar,Direct Match
Total Population,Romania,Direct Match
Total Population,Russian Federation,Direct Match
Total Population,Rwanda,Direct Match
Total Population,Samoa,Direct Match
Total Population,San Marino,Direct Match
Total Population,Sao Tome and Principe,Direct Match
Total Population,Saudi Arabia,Direct Match
Total Population,Senegal,Direct Match
Total Population,Serbia,Direct Match
Total Population,Seychelles,Direct Match
Total Population,Sierra Leone,Direct Match
Total Population,Singapore,Direct Match
Total Population,Sint Maarten (Dutch part),Direct Match
Total Population,Slovenia,Direct Match
Total Population,Solomon Islands,Direct Match
Total Population,South Africa,Direct Match
Total Population,South Sudan,Direct Match
Total Population,Spain,Direct Match
Total Population,Sri Lanka,Direct Match
Total Population,Sudan,Direct Match
Total Population,Suriname,Direct Match
Total Population,Sweden,Direct Match
Total Population,Switzerland,Direct Match
Total Population,Syrian Arab Republic,Direct Match
Total Population,Tajikistan,Direct Match
Total Population,Thailand,Direct Match
Total Population,Timor-Leste,Direct Match
Total Population,Togo,Direct Match
Total Population,Tonga,Direct Match
Total Population,Trinidad and Tobago,Direct Match
Total Population,Tunisia,Direct Match
Total Population,Turkmenistan,Direct Match
Total Population,Turks and Caicos Islands,Direct Match
Total Population,Tuvalu,Direct Match
Total Population,Uganda,Direct Match
Total Population,Ukraine,Direct Match
Total Population,United Arab Emirates,Direct Match
Total Population,United Kingdom,Direct Match
Total Population,Uruguay,Direct Match
Total Population,Uzbekistan,Direct Match
Total Population,Vanuatu,Direct Match
Total Population,Viet Nam,Direct Match
Total Population,Zambia,Direct Match
Total Population,Zimbabwe,Direct Match
Tourism Arrivals,Albania,Direct Match
Tourism Arrivals,Algeria,Direct Match
Tourism Arrivals,American Samoa,Direct Match
Tourism Arrivals,Andorra,Direct Match
Tourism Arrivals,Angola,Direct Match
Tourism Arrivals,Antigua and Barbuda,Direct Match
Tourism Arrivals,Argentina,Direct Match
Tourism Arrivals,Armenia,Direct Match
Tourism Arrivals,Aruba,Direct Match
Tourism Arrivals,Australia,Direct Match
Tourism Arrivals,Austria,Direct Match
Tourism Arrivals,Azerbaijan,Direct Match
Tourism Arrivals,Bahrain,Direct Match
Tourism Arrivals,Bangladesh,Direct Match
Tourism Arrivals,Barbados,Direct Match
Tourism Arrivals,Belarus,Direct Match
Tourism Arrivals,Belgium,Direct Match
Tourism Arrivals,Belize,Direct Match
Tourism Arrivals,Benin,Direct Match
Tourism Arrivals,Bermuda,Direct Match
Tourism Arrivals,Bhutan,Direct Match
Tourism Arrivals,Bosnia and Herzegovina,Direct Match
Tourism Arrivals,Botswana,Direct Match
Tourism Arrivals,Brazil,Direct Match
Tourism Arrivals,British Virgin Islands,Direct Match
Tourism Arrivals,Brunei Darussalam,Direct Match
Tourism Arrivals,Bulgaria,Direct Match
Tourism Arrivals,Burkina Faso,Direct Match
Tourism Arrivals,Burundi,Direct Match
Tourism Arrivals,Cabo Verde,Direct Match
Tourism Arrivals,Cambodia,Direct Match
Tourism Arrivals,Cameroon,Direct Match
Tourism Arrivals,Canada,Direct Match
Tourism Arrivals,Cayman Islands,Direct Match
Tourism Arrivals,Central African Republic,Direct Match
Tourism Arrivals,Chad,Direct Match
Tourism Arrivals,Chile,Direct Match
Tourism Arrivals,China,Direct Match
Tourism Arrivals,Colombia,Direct Match
Tourism Arrivals,Comoros,Direct Match
Tourism Arrivals,Costa Rica,Direct Match
Tourism Arrivals,Croatia,Direct Match
Tourism Arrivals,Cuba,Direct Match
Tourism Arrivals,Cyprus,Direct Match
Tourism Arrivals,Czechia,Direct Match
Tourism Arrivals,Denmark,Direct Match
Tourism Arrivals,Dominica,Direct Match
Tourism Arrivals,Dominican Republic,Direct Match
Tourism Arrivals,Ecuador,Direct Match
Tourism Arrivals,El Salvador,Direct Match
Tourism Arrivals,Eritrea,Direct Match
Tourism Arrivals,Estonia,Direct Match
Tourism Arrivals,Eswatini,Direct Match
Tourism Arrivals,Ethiopia,Direct Match
Tourism Arrivals,Fiji,Direct Match
Tourism Arrivals,Finland,Direct Match
Tourism Arrivals,France,Direct Match
Tourism Arrivals,French Polynesia,Direct Match
Tourism Arrivals,Georgia,Direct Match
Tourism Arrivals,Germany,Direct Match
Tourism Arrivals,Ghana,Direct Match
Tourism Arrivals,Greece,Direct Match
Tourism Arrivals,Grenada,Direct Match
Tourism Arrivals,Guam,Direct Match
Tourism Arrivals,Guatemala,Direct Match
Tourism Arrivals,Guinea,Direct Match
Tourism Arrivals,Guinea-Bissau,Direct Match
Tourism Arrivals,Guyana,Direct Match
Tourism Arrivals,Haiti,Direct Match
Tourism Arrivals,Honduras,Direct Match
Tourism Arrivals,Hungary,Direct Match
Tourism Arrivals,Iceland,Direct Match
Tourism Arrivals,India,Direct Match
Tourism Arrivals,Indonesia,Direct Match
Tourism Arrivals,Ireland,Direct Match
Tourism Arrivals,Israel,Direct Match
Tourism Arrivals,Italy,Direct Match
Tourism Arrivals,Jamaica,Direct Match
Tourism Arrivals,Japan,Direct Match
Tourism Arrivals,Jordan,Direct Match
Tourism Arrivals,Kazakhstan,Direct Match
Tourism Arrivals,Kenya,Direct Match
Tourism Arrivals,Kiribati,Direct Match
Tourism Arrivals,Kuwait,Direct Match
Tourism Arrivals,Latvia,Direct Match
Tourism Arrivals,Lebanon,Direct Match
Tourism Arrivals,Lesotho,Direct Match
Tourism Arrivals,Liechtenstein,Direct Match
Tourism Arrivals,Lithuania,Direct Match
Tourism Arrivals,Luxembourg,Direct Match
Tourism Arrivals,Madagascar,Direct Match
Tourism Arrivals,Malawi,Direct Match
Tourism Arrivals,Malaysia,Direct Match
Tourism Arrivals,Maldives,Direct Match
Tourism Arrivals,Mali,Direct Match
Tourism Arrivals,Malta,Direct Match
Tourism Arrivals,Marshall Islands,Direct Match
Tourism Arrivals,Mauritius,Direct Match
Tourism Arrivals,Mexico,Direct Match
Tourism Arrivals,Monaco,Direct Match
Tourism Arrivals,Mongolia,Direct Match
Tourism Arrivals,Montenegro,Direct Match
Tourism Arrivals,Morocco,Direct Match
Tourism Arrivals,Mozambique,Direct Match
Tourism Arrivals,Myanmar,Direct Match
Tourism Arrivals,Namibia,Direct Match
Tourism Arrivals,Nepal,Direct Match
Tourism Arrivals,Netherlands,Direct Match
Tourism Arrivals,New Caledonia,Direct Match
Tourism Arrivals,New Zealand,Direct Match
Tourism Arrivals,Nicaragua,Direct Match
Tourism Arrivals,Niger,Direct Match
Tourism Arrivals,Nigeria,Direct Match
Tourism Arrivals,North Macedonia,Direct Match
Tourism Arrivals,Northern Mariana Islands,Direct Match
Tourism Arrivals,Norway,Direct Match
Tourism Arrivals,Oman,Direct Match
Tourism Arrivals,Palau,Direct Match
Tourism Arrivals,Panama,Direct Match
Tourism Arrivals,Papua New Guinea,Direct Match
Tourism Arrivals,Paraguay,Direct Match
Tourism Arrivals,Peru,Direct Match
Tourism Arrivals,Philippines,Direct Match
Tourism Arrivals,Poland,Direct Match
Tourism Arrivals,Portugal,Direct Match
Tourism Arrivals,Qatar,Direct Match
Tourism Arrivals,Romania,Direct Match
Tourism Arrivals,Russian Federation,Direct Match
Tourism Arrivals,Rwanda,Direct Match
Tourism Arrivals,Samoa,Direct Match
Tourism Arrivals,San Marino,Direct Match
Tourism Arrivals,Sao Tome and Principe,Direct Match
Tourism Arrivals,Saudi Arabia,Direct Match
Tourism Arrivals,Senegal,Direct Match
Tourism Arrivals,Serbia,Direct Match
Tourism Arrivals,Seychelles,Direct Match
Tourism Arrivals,Sierra Leone,Direct Match
Tourism Arrivals,Singapore,Direct Match
Tourism Arrivals,Sint Maarten (Dutch part),Direct Match
Tourism Arrivals,Slovenia,Direct Match
Tourism Arrivals,Solomon Islands,Direct Match
Tourism Arrivals,South Africa,Direct Match
Tourism Arrivals,Spain,Direct Match
Tourism Arrivals,Sri Lanka,Direct Match
Tourism Arrivals,Sudan,Direct Match
Tourism Arrivals,Suriname,Direct Match
Tourism Arrivals,Sweden,Direct Match
Tourism Arrivals,Switzerland,Direct Match
Tourism Arrivals,Syrian Arab Republic,Direct Match
Tourism Arrivals,Tajikistan,Direct Match
Tourism Arrivals,Thailand,Direct Match
Tourism Arrivals,Timor-Leste,Direct Match
Tourism Arrivals,Togo,Direct Match
Tourism Arrivals,Tonga,Direct Match
Tourism Arrivals,Trinidad and Tobago,Direct Match
Tourism Arrivals,Tunisia,Direct Match
Tourism Arrivals,Turks and Caicos Islands,Direct Match
Tourism Arrivals,Tuvalu,Direct Match
Tourism Arrivals,Uganda,Direct Match
Tourism Arrivals,Ukraine,Direct Match
Tourism Arrivals,United Arab Emirates,Direct Match
Tourism Arrivals,United Kingdom,Direct Match
Tourism Arrivals,Uruguay,Direct Match
Tourism Arrivals,Uzbekistan,Direct Match
Tourism Arrivals,Vanuatu,Direct Match
Tourism Arrivals,Viet Nam,Direct Match
Tourism Arrivals,Zambia,Direct Match
Tourism Arrivals,Zimbabwe,Direct Match
